"","Level 10 :","Lore Xenos","Willpower","Level 25 :","Fatebringer","","Level 45 :","Ap +1","","","Weapon Set 1","Psychic Staff / Charged Staff","Charged Staff","Bloodrinker Staff","Bloodrinker Staff","","","Level 10 :","Lore Xenos","Intelligence","Level 25 :","Create an opening","","Level 45 :","Ap +1","","","Weapon Set 1","Arc Rifle","Alpha's Arc Rifle","Alpha's Arc Rifle","Corpuscarii Oath","","","Level 10 :","Lore Xenos","Willpower","Level 25 :","Blazing Inferno","","Level 45 :","Ap +1","","","Weapon Set 1","Charged Staff","Charged Staff","Charged Staff","Solar Staff / Staff of Shock and Awe","","","Level 10 :","Lore Xenos","Willpower","Level 25 :","Fatebringer","","Level 45 :","Ap +1","","","Weapon Set 1","Psychic Staff / Charged Staff","Charged Staff","Bloodrinker Staff","Bloodrinker Staff","","","Level 10 :","Lore Xenos","Intelligence","Level 25 :","Inspiring Trophy","","Level 45 :","Ap +1","","","Weapon Set 1","Longlas","Curel Fate","Curel Fate","Curel Fate","","","","","","","","","","","","","","","","","",""
"","Level 11 :","Ballistics Calculation","Lore Xenos","Level 26 :","Perception","Awareness / Lore Warp","Level 46 :","Weak Body, Weak Soul","Lore Xenos","","","","","","","","","Level 11 :","Ballistics Calculation","Lore Xenos","Level 26 :","Perception","Awareness","Level 46 :","Comprehensive Analysis","Lore Xenos","","","","","","","","","Level 11 :","Ballistics Calculation","Lore Xenos","Level 26 :","Perception","Awareness","Level 46 :","Weak Body, Weak Soul","Lore Xenos","","","","","","","","","Level 11 :","Ballistics Calculation","Lore Xenos","Level 26 :","Perception","Awareness / Lore Warp","Level 46 :","Weak Body, Weak Soul","Lore Xenos","","","","","","","","","Level 11 :","Ballistics Calculation","Lore Xenos","Level 26 :","Lore Xenos","Willpower","Level 46 :","Sniper Expertise","Lore Xenos","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 12 :","Biomancy","Psyker Minoris","Level 27 :","Overcharge II","","Level 47 :","Instant Exposure","Medicae / Lore Warp","","Weapon Set 2","Long-las","Staff of Blood","Charged Staff","Staff of Shock and Awe","","","Level 12 :","Tactical Knowledge","Echopulse","Level 27 :","Dispatch II","","Level 47 :","Sniper Expertise","Lore Warp","","Weapon Set 2","Blast Wave","Promise of Retribution","Promise of Retribution","Promise of Retribution","","","Level 12 :","Sensory Deprivation","Psyker Minoris","Level 27 :","Dispatch II","","Level 47 :","Psalms of Heroes","Lore Warp","","Weapon Set 2","Long Las","Staff of Endless Flame","Staff of Endless Flame","Sanctified Staff","","","Level 12 :","Sanctic Powers","Psyker Minoris","Level 27 :","Overcharge II","","Level 47 :","Subtle Manipulation","Medicae / Lore Warp","","Weapon Set 2","Long-las","Sanctified Staff","Sanctified Staff","Sanctified Staff","","","Level 12 :","Perfect Spot","Psyker Minoris","Level 27 :","Wild Hunt II","","Level 47 :","Sharpshooter","Lore Warp","","Weapon Set 2","Charged Staff","Charged Staff","Charged Staff","Staff of Shock and Awe","","","","","","","","","","","","","","","","","",""
"","Level 13 :","Fresh Target","Intelligence","Level 28 :","Rite of Calibration","Thriving in Peril","Level 48 :","Enforce Reality","Intelligence","","","","","","","","","Level 13 :","Improved Tactics","Intelligence","Level 28 :","Doing My Part","Perfect Opening","Level 48 :","Bringer of Doom","Perception","","","","Promise of Freedom","Promise of Freedom","Promise of Freedom","","","Level 13 :","Fresh Target","Intelligence","Level 28 :","Thirving In Peril","Dissary","Level 48 :","Killing Spree","Intelligence","","","","","","","","","Level 13 :","Fresh Target","Intelligence","Level 28 :","Rite of Calibration","Thriving in Peril","Level 48 :","Enforce Reality","Intelligence","","","","","","","","","Level 13 :","Fresh Target","Intelligence","Level 28 :","Blazing Inferno","","Level 48 :","Pierce and Ruin","Willpower","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 14 :","Intelligence","Fire Within","Level 29 :","Intelligence","Lore Xenos","Level 49 :","Perception","Medicae / Lore Warp","","Pet Protocol","","Synergy","Warp Conductive Frame","Ether Wind","","","Level 14 :","Perception","Residual Charge","Level 29 :","Intelligence","Lore Xenos","Level 49 :","Intelligence","Lore Warp","","","","","","","","","Level 14 :","Intelligence","Fire Within","Level 29 :","Intelligence","Lore Xenos","Level 49 :","Perception","Lore Warp","","","","","","","","","Level 14 :","Intelligence","Fire Within","Level 29 :","Intelligence","Lore Xenos","Level 49 :","Perception","Medicae / Lore Warp","","Pet Protocol","","Synergy","Warp Conductive Frame","Ether Wind","","","Level 14 :","Perception","Fire Within","Level 29 :","Awareness","Perception","Level 49 :","Perception","Lore Warp","","Pet Protocol","","","","","","","","","","","","","","","","","","","","","",""
"","Level 15 :","Dismantling II","","Level 30 :","Warp Speed ","","Level 50 :","Extermination","Warp Minds","","","","","","","","","Level 15 :","Dismantling II","","Level 30 :","Danse Macabre","","Level 50 :","Extermination","Weak Hearts","","","","","","","","","Level 15 :","Dismantling II","","Level 30 :","Molten Beam","","Level 50 :","Extermination","Hymns of Hatred","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion","","Level 15 :","Dismantling II","","Level 30 :","Hammer of the Emperor","","Level 50 :","Extermination","Warp Minds","","","","","","","","","Level 15 :","Dismantling II","","Level 30 :","Psyker Terminus","Prescience","Level 50 :","Extermination","Weak Body, Weak Soul","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 31 :","Castigating Echoes","Psyker Terminus","Level 51 :","Brother-In-Arms","Medicae","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion","","","","","Level 31 :","Grenadier","Dissary","Level 51 :","Killing Spree","Lore Warp","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion","","","","","Level 31 :","Psyker Terminus","Seize the advantage","Level 51 :","Edge of Dawn","Lore Warp","","","","","","","","","","","","Level 31 :","Castigating Echoes","Psyker Terminus","Level 51 :","Brother-In-Arms","Medicae","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion","","","","","Level 31 :","Share the Spoils","","Level 51 :","Flay the Bold","Lore Warp","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion","","","","","","","","","","","","","","","","",""
"","","","","Level 32 :","Intelligence","Lore Xenos","Level 52 :","Passive Learning","Motive-Force Overload","","Cerebral Holo-Ocular MK 'Operative'","Weapon Optimiser MKI","Grey Hood","","","","Act 2","","","","Level 32 :","Lore Xenos","","Level 52 :","Combat Insight","Residual Power","","Cerebral Holo-Ocular MK 'Operative'","Weapon Optimiser MKI","Telemetric Logis-Analyser MK-I","","","Adaptive Servo-Struts MK 'Operative'","Act 2","","","","Level 32 :","Lore Xenos","","Level 52 :","Sanctified Slayer	","Power Conduit","","","","","","","","","","","","Level 32 :","Intelligence","Lore Xenos","Level 52 :","Eternal Glory","Edge of Dawn","","Cerebral Holo-Ocular MK 'Operative'","Weapon Optimiser MKI","Grey Hood","","","","","","","","Level 32 :","Perception","Awareness","Level 52 :","Passive Learning","Lethal Precision","","Ballistic Calculator","Weapon Optimiser MKI","Grey Hood","","","Adaptive Servo-Struts MK Operative","","","","","","","","","","","","","","","","",""
"","","","","Level 33 :","Warp Saturation","","Level 53 :","Metabolic Overcharge","Perception","i","Cerebral Holo-Ocular MK 'Operative'","Weapon Optimiser MKI","Grey Hood","","","","Act 3","","","","Level 33 :","Seize the advantage","Intelligence","Level 53 :","Precise Attack","Intelligence","","Cerebral Holo-Ocular MK 'Operative'","Weapon Optimiser MKI","Telemetric Logis-Analyser MK-I","","","Adaptive Servo-Struts MK 'Operative'","Act 3","","","","Level 33 :","Mind Siege","Intelligence","Level 53 :","Hammer of the Emperor","Perception","","Cerebral Holo-Ocular MK 'Operative'","Neural System Graft MK 'Assassin'","Cerebral Inverter MK 'Operative'","","","Phase Oscillator MK-II","","","","","Level 33 :","Psalms of Heroes","","Level 53 :","Evil Eye","Perception","i","Cerebral Holo-Ocular MK 'Operative'","Weapon Optimiser MKI","Grey Hood","","","","","","","","Level 33 :","Savour the Kill","","Level 53 :","Precognition","Perception","","Ballistic Calculator","Weapon Optimiser MKI","Grey Hood","","","Adaptive Servo-Struts MK Operative","","","","","","","","","","","","","","","","",""
"","","","","Level 34 :","Aftershock","","Level 54 :","Eager for Battle","Combat Insight","","Cerebral Holo-Ocular MK 'Operative'","Weapon Optimiser MKII","Grey Hood","","","","Act 4","","","","Level 34 :","Psyker Minoris","","Level 54 :","Vital Points / Deadly Aim","Insightful Precision","","Cerebral Holo-Ocular MK 'Operative'","Weapon Optimiser MKII","Telemetric Logis-Analyser MK-II","","","Adaptive Servo-Struts MK 'Operative'","Act 4","","","","Level 34 :","Weak Hearts","","Level 54 :","Eager for Battle","Eternal Glory","","","","","","","","","","","","Level 34 :","Mind Siege","","Level 54 :","Eager for Battle","Mind Thief","","Cerebral Holo-Ocular MK 'Operative'","Weapon Optimiser MKII","Grey Hood","","","","","","","","Level 34 :","Thriving In Peril","","Level 54 :","Deadly Aim","Combat Insight","","Ballistic Calculator","Weapon Optimiser MKII","Grey Hood","","","Adaptive Servo-Struts MK Operative","","","","","","","","","","","","","","","","",""
"","","","","Level 35 :","Overcharge I","","Level 55 :","Ap +1","","","","","","","","","Act 5","","","","Level 35 :","Dispatch I","","Level 55 :","Ap +1","","","","","","","","","Act 5","","","","Level 35 :","Dispatch III","","Level 55 :","Ap +1","","","","","","","","","","","","","Level 35 :","Overcharge I","","Level 55 :","Ap +1","","","","","","","","","","","","","Level 35 :","Wild Hunt III","","Level 55 :","Ap +1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Sister Argenta - Retributor","","","","","","","","","","Skill Options","","","","","","","Argenta the Inspiring Saint","","","","","","","","","","Skill Options","","","","","","","Argenta The Pious Hunter","","","","","","","","","","Skill Options","","","","","","","Argenta Blessed Motive Force","","","","","","","","","","Skill Options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Litany of hatred has been reworked but her heavy gun damage build is still unmatched. Swap to heavy bolter around 21 from regular bolt rifles. - if using multiple of the same archetype swap doing my part for genadier","","","","","","","","","","Demolition / Awareness / Lore Imperium","","","","","","","Variant for those that don’t want to use heavy guns","","","","","","","","","","Demolition / Awareness / Lore Imperium","","","","","","","Bounty hunter variant to abuse Hymn of Vehemence","","","","","","","","","","Demolition / Awareness","","","","","","","Variant for those that don’t want to use heavy guns","","","","","","","","","","Demolition / Awareness / Lore Imperium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Soldier","","","Arch-Militant","","","Exemplar","","","","","","","","","","","Soldier","","","Master Tactician","","","Exemplar","","","","","","","","","","","Soldier","","","Bounty Hunter","","","Exemplar","","","","","","","","","","","Soldier","","","Master Tactician","","","Exemplar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 1 :","Run and Gun","","Level 16 :","Versatility","","Level 36 :","Degraded Defence ","Rack and Ruin","","Gear to consider","Act 1","Act 2","Act 3","Act 4","Act 5","","Level 1 :","Run and Gun","","Level 16 :","Tactical Advantage","Press The Advantage","Level 36 :","Degraded Defence","Rack and Ruin","","Gear to consider","Act 1","Act 2","Act 3","Act 4","Act 5","","Level 1 :","Run and Gun","","Level 16 :","Hunt Down The Prey","","Level 36 :","Degraded Defence","Alacrity","","Gear to consider","Act 1","Act 2","Act 3","Act 4","Act 5","","Level 1 :","Run and Gun","","Level 16 :","Tactical Advantage","Press The Advantage","Level 36 :","Degraded Defence","Rack and Ruin","","Gear to consider","Act 1","Act 2","Act 3","Act 4","Act 5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 2 :","Demolition","","Level 17 :","Reckless Rush","","Level 37 :","Demolition","Distract","","Helm","Pinpointing Visor","Gunslinger's Helm","Corruption Eradicator Helmet","Corruption Eradicator Helmet","","","Level 2 :","Demolition","","Level 17 :","Linchpin","","Level 37 :","Demolition","Undisputed Advantage","","Helm","Pinpointing Visor","Gunslinger's Helm","Corruption Eradicator Helmet","Corruption Eradicator Helmet","","","Level 2 :","Demolition","","Level 17 :","Claim the Bounty","","Level 37 :","Awareness","Withdraw","","Helm","Pinpointing Visor","Gunslinger's Helm","Corruption Eradicator Helmet","Corruption Eradicator Helmet","","","Level 2 :","Demolition","","Level 17 :","Linchpin","","Level 37 :","Demolition","Undisputed Advantage","","Helm","Pinpointing Visor","Gunslinger's Helm","Corruption Eradicator Helmet","Corruption Eradicator Helmet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 3 :","Revel in Slaughter","","Level 18 :","Always Ready","","Level 38 :","Ballistic Skill","Bolt Weapon Expert ","","Armour","Synskin","Death World Enforcer Light Carapace","Death World Enforcer Light Carapace","One Star Power Armour","","","Level 3 :","Revel in Slaughter","","Level 18 :","Reliance","","Level 38 :","Ballistic Skill","Residual Power","","Armour","Synskin","Death World Enforcer Light Carapace","Death World Enforcer Light Carapace","One Star Power Armour","","","Level 3 :","Revel in Slaughter","","Level 18 :","Hunting Surge","","Level 38 :","Ballistic Skill","Lethal Precision","","Armour","Death World Light Flak Armour","Death World Enforcer's Light Carapace","Death World Enforcer's Light Carapace","One Star Power Armour","","","Level 3 :","Revel in Slaughter","","Level 18 :","Reliance","","Level 38 :","Ballistic Skill","Lethal Precision","","Armour","Synskin","Death World Enforcer Light Carapace","Death World Enforcer Light Carapace","One Star Power Armour","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 4 :","Firearm Mastery","Point-Blank / Muzzle Velocity","Level 19 :","Steady Superiority","","Level 39 :","Entrench","Demolition","","Cloak","Camouflage Robe","Cape of Righteous Fury","Tactical Backpack","Tactical Backpack","","","Level 4 :","Firearm Mastery","Point-Blank / Muzzle Velocity","Level 19 :","Orchestrated Firestorm","","Level 39 :","Entrench","Demolition","","Cloak","Camouflage Robe","Cape of Righteous Fury","Tactical Backpack","Tactical Backpack","","","Level 4 :","Firearm Mastery","Muzzle Velocity","Level 19 :","Wild Hunt","","Level 39 :","Dash / Entrench","Awareness","","Cloak","Camouflage Robe","Tactical Backpack","Tactical Backpack","Tepestus Elite Carapace Backpack","","","Level 4 :","Firearm Mastery","Muzzle Velocity","Level 19 :","Orchestrated Firestorm","","Level 39 :","Dash","Demolition","","Cloak","Camouflage Robe","Cape of Righteous Fury","Tactical Backpack","Tactical Backpack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 5 :","Ballistic Skill","Rapid Reload","Level 20 :","Ap +1","Ballistic Skill","Level 40 :","Deadly Aim","Preferred targets","","Neck","","Blessed Bolter Casing","Blessed Bolter Casing","Blessed Bolter Casing","","","Level 5 :","Ballistic Skill","Rapid Reload","Level 20 :","Ap +1","Ballistic Skill","Level 40 :","Extermination","Dawn of Victory","","Neck","","Blessed Bolter Casing","Blessed Bolter Casing","Blessed Bolter Casing","","","Level 5 :","Ballistic Skill","Rapid Reload","Level 20 :","AP +1 - Ballistic Skill","Bolt Weapon Expert","Level 40 :","Deadly Aim","Hunter's Ambush","","Neck","","Blessed Bolter Casing / Dog tags","Blessed Bolter Casing / Dog tags","Blessed Bolter Casing / Dog tags","","","Level 5 :","Ballistic Skill","Rapid Reload","Level 20 :","Ap +1","Ballistic Skill","Level 40 :","Extermination","Dawn of Victory","","Neck","","Blessed Bolter Casing","Blessed Bolter Casing","Blessed Bolter Casing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 6 :","Ballistic Skill","Rapid Fire","Level 21 :","Heavy Gunner","Ballistic Skill","Level 41 :","Ballistic Skill","Demolition Engineer","","Accessory 1","Mark of the Ruler","Chains of Domination","Chains of Domination","Chains of Domination","","","Level 6 :","Ballistic Skill","Rapid Fire","Level 21 :","Ballistic Skill","Joint Offensive","Level 41 :","Ballistic Skill","Demolition Engineer","","Accessory 1","Mark of the Ruler","Chains of Domination","Chains of Domination","Chains of Domination","","","Level 6 :","Ballistic Skill","Rapid Fire","Level 21 :","Ballistic Skill","Heightened Concentration","Level 41 :","Ballistic Skill","Point-Blank","","Accessory 1","","Chains of Domination","Chains of Domination","Chains of Domination","","","Level 6 :","Ballistic Skill","Rapid Fire","Level 21 :","Ballistic Skill","Joint Offensive","Level 41 :","Ballistic Skill","Enough Bullets for Everyone","","Accessory 1","Mark of the Ruler","Chains of Domination","Chains of Domination","Chains of Domination","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
